sex;salary-class;race;workclass;marital-status;occupation;education;native-country;age
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Bachelors;United-States;42
Female;>50K;White;*;Married-civ-spouse;Prof-specialty;HS-grad;*;44
Male;<=50K;Black;Federal-gov;Never-married;Exec-managerial;Bachelors;United-States;*
Male;<=50K;White;Local-gov;*;Exec-managerial;Some-college;United-States;27
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States;22
Female;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;68
Male;>50K;White;*;*;Farming-fishing;Some-college;United-States;55
Male;<=50K;White;*;*;Other-service;HS-grad;Greece;*
Female;<=50K;White;Private;*;Exec-managerial;Some-college;United-States;25
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States;68
Female;<=50K;White;Private;*;Exec-managerial;Some-college;United-States;62
Male;<=50K;White;Private;*;Other-service;HS-grad;United-States;26
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States;34
Male;<=50K;White;*;Widowed;Sales;Some-college;United-States;*
Male;>50K;White;Local-gov;*;Exec-managerial;Bachelors;United-States;42
Male;<=50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;45
Male;<=50K;White;Private;*;Transport-moving;11th;United-States;26
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;25
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States;23
Female;<=50K;White;*;Widowed;Farming-fishing;7th-8th;United-States;*
Male;<=50K;White;Private;*;Transport-moving;HS-grad;United-States;31
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States;26
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;39
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;44
Female;<=50K;White;Local-gov;Divorced;Prof-specialty;Masters;United-States;45
Female;<=50K;White;*;Never-married;Prof-specialty;Masters;United-States;26
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;10th;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;9th;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;11th;United-States;38
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;39
Male;<=50K;White;*;Married-civ-spouse;Exec-managerial;Prof-school;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;1st-4th;Mexico;*
Male;<=50K;White;Self-emp-not-inc;Divorced;Craft-repair;Some-college;United-States;41
Male;>50K;White;Local-gov;Married-civ-spouse;Exec-managerial;Masters;United-States;42
Male;<=50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;47
Male;<=50K;Black;Local-gov;Married-civ-spouse;Protective-serv;Assoc-voc;United-States;*
Male;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors;United-States;25
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;35
Female;<=50K;White;Private;Separated;Adm-clerical;HS-grad;United-States;32
Male;*;Black;Private;Married-civ-spouse;Craft-repair;*;United-States;38
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Some-college;United-States;44
Female;<=50K;White;Private;Never-married;Sales;Bachelors;United-States;27
Male;>50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States;30
Male;<=50K;White;Private;Never-married;Sales;Bachelors;United-States;30
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States;45
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;20
Male;<=50K;White;Private;*;Prof-specialty;Masters;United-States;57
Male;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States;43
Female;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Machine-op-inspct;*;China;*
Female;>50K;White;Private;Married-civ-spouse;Tech-support;HS-grad;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;25
Male;<=50K;White;Private;*;Exec-managerial;Bachelors;United-States;90
Male;<=50K;Black;Local-gov;Separated;Prof-specialty;Bachelors;United-States;*
Female;<=50K;White;Private;*;Exec-managerial;Bachelors;United-States;35
Male;>50K;White;*;Married-civ-spouse;Exec-managerial;Bachelors;Canada;*
Female;<=50K;White;Local-gov;*;Adm-clerical;HS-grad;United-States;26
Male;<=50K;White;Private;Married-civ-spouse;Farming-fishing;Some-college;United-States;39
Male;<=50K;White;*;*;Sales;10th;United-States;56
Female;<=50K;Black;*;Divorced;Protective-serv;HS-grad;United-States;*
Female;>50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;46
Female;<=50K;White;*;Never-married;Adm-clerical;11th;United-States;18
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;37
Female;<=50K;White;Private;*;Prof-specialty;Masters;United-States;57
Female;<=50K;Black;*;Never-married;Adm-clerical;HS-grad;United-States;43
Male;*;White;State-gov;Married-civ-spouse;Prof-specialty;Bachelors;*;29
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;40
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States;44
Male;<=50K;White;Local-gov;Married-civ-spouse;Exec-managerial;HS-grad;United-States;*
Male;<=50K;Black;Private;Never-married;Prof-specialty;Bachelors;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;21
Male;<=50K;White;*;Married-civ-spouse;Protective-serv;10th;United-States;*
Male;<=50K;White;Private;*;Transport-moving;11th;United-States;40
Male;<=50K;White;*;Married-civ-spouse;Sales;HS-grad;United-States;68
Female;<=50K;White;Private;*;Other-service;HS-grad;United-States;64
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States;26
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;32
Male;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States;32
Male;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Masters;United-States;51
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States;50
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;49
Male;<=50K;White;Private;Never-married;Transport-moving;Bachelors;United-States;28
Female;<=50K;White;Private;Divorced;Other-service;HS-grad;United-States;29
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States;21
Female;<=50K;Black;Private;Never-married;Adm-clerical;HS-grad;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;10th;United-States;55
Male;*;Asian-Pac-Islander;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad;South;*
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States;35
Male;>50K;White;Private;Never-married;Prof-specialty;Masters;United-States;26
Male;*;White;Private;Married-civ-spouse;Other-service;HS-grad;Germany;*
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;33
Male;>50K;Asian-Pac-Islander;Private;*;Prof-specialty;Bachelors;*;*
Male;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States;23
Female;<=50K;White;Private;*;Sales;Some-college;United-States;35
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;11th;United-States;*
Male;<=50K;Black;*;*;Handlers-cleaners;10th;United-States;*
Female;<=50K;White;*;*;Prof-specialty;Prof-school;United-States;53
Male;>50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;HS-grad;United-States;49
Female;<=50K;Black;*;Never-married;Exec-managerial;Bachelors;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;36
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States;60
Male;<=50K;White;Private;*;Machine-op-inspct;HS-grad;United-States;29
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;Some-college;United-States;54
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;34
Female;<=50K;Black;Private;*;Sales;Some-college;United-States;30
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;26
Male;>50K;White;Private;*;Sales;Some-college;United-States;47
Male;<=50K;White;Private;*;Exec-managerial;HS-grad;United-States;50
Female;>50K;White;Private;*;Exec-managerial;Bachelors;United-States;30
Male;<=50K;White;Private;Divorced;Machine-op-inspct;Some-college;United-States;44
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;49
Female;<=50K;White;*;Married-spouse-absent;Prof-specialty;Masters;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;37
Male;<=50K;White;*;Divorced;Craft-repair;HS-grad;United-States;51
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;35
Female;<=50K;White;Private;Never-married;Sales;Some-college;United-States;28
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States;66
Female;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Exec-managerial;*;*;*
Male;<=50K;White;Private;*;Sales;Bachelors;United-States;39
Male;<=50K;Black;Private;Never-married;Farming-fishing;HS-grad;United-States;*
Female;<=50K;Black;Private;Never-married;Adm-clerical;Some-college;Jamaica;*
Male;<=50K;White;*;Married-civ-spouse;Craft-repair;7th-8th;United-States;24
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;28
Female;<=50K;White;Private;*;Other-service;Some-college;United-States;23
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States;31
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;23
Female;<=50K;White;Private;*;Other-service;Some-college;United-States;31
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors;United-States;27
Male;<=50K;White;Private;*;Prof-specialty;Bachelors;United-States;30
Male;<=50K;White;Private;Never-married;Prof-specialty;Masters;United-States;34
Male;<=50K;White;*;*;Adm-clerical;HS-grad;United-States;57
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;Cuba;*
Male;<=50K;White;Private;Never-married;Craft-repair;11th;United-States;23
Female;<=50K;White;*;*;Other-service;Assoc-acdm;United-States;24
Male;<=50K;White;Private;Never-married;Prof-specialty;Doctorate;England;*
Male;<=50K;White;Private;*;Other-service;Some-college;Nicaragua;*
Female;<=50K;White;Private;Divorced;Other-service;Assoc-acdm;United-States;35
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;36
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;Assoc-voc;United-States;*
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;35
Male;<=50K;White;*;Married-civ-spouse;Tech-support;Some-college;United-States;44
Male;<=50K;White;State-gov;Married-civ-spouse;Prof-specialty;Masters;United-States;32
Female;>50K;White;Private;*;Exec-managerial;Assoc-acdm;United-States;32
Female;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Some-college;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-voc;United-States;34
Male;<=50K;Black;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;47
Male;<=50K;Black;Private;*;Sales;*;United-States;27
Female;<=50K;White;Private;*;Exec-managerial;HS-grad;United-States;23
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;10th;United-States;50
Male;<=50K;White;*;Married-civ-spouse;Prof-specialty;Some-college;United-States;49
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;36
Male;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States;23
Female;<=50K;Black;Private;Widowed;Other-service;7th-8th;United-States;61
Male;<=50K;White;Private;*;Farming-fishing;Some-college;United-States;41
Male;>50K;White;*;Married-civ-spouse;Exec-managerial;Bachelors;United-States;27
Male;<=50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States;53
Male;<=50K;White;*;Never-married;Adm-clerical;10th;United-States;*
Male;<=50K;White;Private;*;Craft-repair;Some-college;United-States;53
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;28
Female;<=50K;White;Private;*;Prof-specialty;Bachelors;United-States;24
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;22
Male;>50K;White;*;Married-civ-spouse;Sales;Bachelors;United-States;53
Male;<=50K;Black;Private;Never-married;Other-service;11th;United-States;18
Male;<=50K;White;Private;*;Sales;Some-college;Mexico;*
Female;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;20
Male;<=50K;White;*;*;Transport-moving;7th-8th;United-States;30
Male;>50K;White;*;*;Prof-specialty;Assoc-voc;United-States;37
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;34
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States;19
Female;<=50K;White;Private;Never-married;Adm-clerical;12th;*;20
Female;<=50K;Asian-Pac-Islander;Private;*;Other-service;HS-grad;United-States;*
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States;22
Male;>50K;White;Local-gov;Married-civ-spouse;Exec-managerial;Masters;United-States;42
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States;60
Female;<=50K;White;Private;Never-married;Priv-house-serv;HS-grad;Mexico;*
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad;United-States;46
Female;<=50K;White;Private;Widowed;Adm-clerical;HS-grad;United-States;66
Female;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Other-service;Bachelors;*;*
Male;<=50K;White;Private;Divorced;Exec-managerial;Some-college;United-States;34
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States;45
Male;<=50K;White;Private;Married-civ-spouse;Farming-fishing;11th;United-States;35
Male;>50K;Black;Local-gov;Married-civ-spouse;Exec-managerial;Some-college;United-States;*
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;Some-college;United-States;36
Male;<=50K;Black;*;Never-married;Adm-clerical;HS-grad;United-States;25
Female;<=50K;White;Private;Divorced;Other-service;HS-grad;United-States;51
Male;<=50K;White;*;Never-married;Machine-op-inspct;Some-college;United-States;25
Male;<=50K;White;Private;Never-married;Farming-fishing;HS-grad;United-States;19
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States;47
Female;<=50K;Black;Local-gov;Separated;Protective-serv;HS-grad;United-States;59
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;34
Female;<=50K;White;Private;Separated;Exec-managerial;Some-college;United-States;40
Male;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad;United-States;42
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;37
Male;>50K;White;*;Married-civ-spouse;Sales;Assoc-acdm;United-States;51
Male;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States;25
Female;>50K;White;*;Married-civ-spouse;Adm-clerical;HS-grad;United-States;31
Male;>50K;White;Private;Married-civ-spouse;Other-service;HS-grad;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Sales;Assoc-acdm;United-States;42
Male;<=50K;White;Private;*;Sales;Some-college;United-States;35
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;51
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;49
Male;<=50K;Asian-Pac-Islander;Private;*;Prof-specialty;Bachelors;Japan;*
Female;<=50K;White;*;Divorced;Adm-clerical;HS-grad;United-States;56
Male;>50K;White;Private;*;Prof-specialty;Some-college;United-States;52
Female;>50K;White;*;*;Exec-managerial;Bachelors;United-States;47
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-voc;United-States;52
Female;<=50K;White;Private;Divorced;Craft-repair;HS-grad;United-States;30
Male;>50K;White;*;Married-civ-spouse;Sales;Some-college;United-States;43
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;42
Female;<=50K;Black;Private;*;Craft-repair;Some-college;*;*
Male;<=50K;White;*;Married-civ-spouse;Farming-fishing;HS-grad;United-States;58
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;66
Male;>50K;White;*;Married-civ-spouse;Protective-serv;HS-grad;United-States;30
Female;<=50K;White;Private;*;Adm-clerical;Some-college;United-States;46
Female;>50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college;United-States;45
Female;<=50K;White;Private;*;Sales;HS-grad;United-States;57
Male;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States;25
Female;<=50K;White;State-gov;Never-married;Tech-support;Some-college;United-States;21
Male;<=50K;White;Private;Divorced;Craft-repair;HS-grad;United-States;37
Female;<=50K;White;Local-gov;Divorced;Prof-specialty;Masters;United-States;45
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;39
Female;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States;42
Female;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States;20
Male;<=50K;Black;Private;Never-married;Protective-serv;HS-grad;United-States;*
Male;<=50K;White;Private;Never-married;Tech-support;Bachelors;United-States;25
Female;<=50K;White;Private;Never-married;Priv-house-serv;5th-6th;El-Salvador;*
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States;24
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States;35
Female;*;Black;*;*;Other-service;HS-grad;Jamaica;44
Male;<=50K;White;State-gov;*;Prof-specialty;Some-college;United-States;47
Female;<=50K;Asian-Pac-Islander;*;*;Adm-clerical;11th;*;*
Female;<=50K;White;Local-gov;Divorced;Prof-specialty;Masters;United-States;41
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States;31
Female;<=50K;White;Private;Never-married;Exec-managerial;Masters;United-States;27
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-voc;United-States;*
Female;<=50K;Asian-Pac-Islander;Private;Never-married;Sales;HS-grad;United-States;*
Female;<=50K;White;Private;Never-married;Priv-house-serv;Some-college;United-States;*
Female;<=50K;White;*;*;Adm-clerical;Some-college;Puerto-Rico;*
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States;46
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;46
Female;<=50K;White;Local-gov;*;Prof-specialty;Masters;United-States;54
Male;<=50K;White;Private;*;Tech-support;HS-grad;United-States;*
Female;<=50K;White;Local-gov;*;Adm-clerical;Some-college;United-States;56
Female;<=50K;White;Private;Divorced;Prof-specialty;Masters;United-States;52
Male;<=50K;White;*;Married-civ-spouse;Transport-moving;HS-grad;Puerto-Rico;*
Male;<=50K;White;Self-emp-not-inc;*;Craft-repair;HS-grad;United-States;25
Female;<=50K;White;Private;Never-married;Prof-specialty;11th;United-States;18
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;58
Male;<=50K;White;*;Divorced;Prof-specialty;Bachelors;United-States;31
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;29
Male;<=50K;Black;Private;Never-married;Machine-op-inspct;11th;United-States;*
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;30
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States;44
Female;<=50K;White;Private;*;Priv-house-serv;10th;United-States;*
Male;<=50K;Black;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;*
Male;>50K;White;*;Married-civ-spouse;Sales;Bachelors;United-States;33
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;Masters;United-States;57
Male;*;White;Self-emp-not-inc;Married-civ-spouse;Sales;5th-6th;*;47
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad;United-States;41
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States;21
Male;<=50K;White;Private;Never-married;Craft-repair;11th;United-States;17
Female;<=50K;Black;Private;Never-married;Other-service;Some-college;United-States;22
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;47
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States;45
Male;<=50K;White;Self-emp-not-inc;Divorced;Sales;Assoc-voc;United-States;*
Female;<=50K;Black;Private;*;Priv-house-serv;10th;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States;38
Female;<=50K;White;*;Separated;Protective-serv;HS-grad;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;41
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;9th;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States;42
Female;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;60
Female;<=50K;White;Local-gov;Divorced;Adm-clerical;HS-grad;United-States;64
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;Assoc-acdm;United-States;*
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States;54
Female;>50K;White;Private;Married-civ-spouse;Exec-managerial;Assoc-acdm;United-States;*
Male;>50K;White;*;Divorced;Sales;Masters;United-States;*
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;7th-8th;United-States;35
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;Masters;United-States;*
Male;<=50K;White;Private;Divorced;Craft-repair;HS-grad;United-States;46
Male;<=50K;White;*;*;Prof-specialty;Masters;United-States;47
Male;<=50K;White;Private;*;Machine-op-inspct;Bachelors;United-States;24
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States;29
Female;<=50K;White;*;*;Transport-moving;Some-college;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;11th;United-States;*
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;22
Female;<=50K;Black;Private;*;Adm-clerical;12th;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;9th;Mexico;*
Male;<=50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States;32
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;39
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;49
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States;25
Female;>50K;White;Private;Married-civ-spouse;Adm-clerical;Bachelors;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States;44
Male;<=50K;White;*;Married-civ-spouse;Farming-fishing;Assoc-voc;United-States;65
Male;<=50K;White;*;*;Adm-clerical;Assoc-acdm;United-States;28
Female;<=50K;White;Private;*;Adm-clerical;Bachelors;United-States;55
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors;United-States;49
Female;<=50K;White;Private;*;Exec-managerial;HS-grad;United-States;31
Female;>50K;Black;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States;47
Male;>50K;White;*;Married-civ-spouse;Transport-moving;HS-grad;United-States;45
Female;<=50K;Black;Private;Never-married;Other-service;HS-grad;United-States;35
Male;<=50K;Asian-Pac-Islander;*;*;Sales;Bachelors;South;*
Male;<=50K;Black;Local-gov;*;Protective-serv;HS-grad;United-States;*
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States;27
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States;42
Male;<=50K;White;*;*;Other-service;HS-grad;United-States;64
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;*
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States;23
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States;45
Female;<=50K;Black;Private;Never-married;Machine-op-inspct;HS-grad;United-States;34
Female;<=50K;White;Private;*;Sales;HS-grad;Mexico;*
Male;<=50K;White;Private;Never-married;Craft-repair;10th;United-States;22
Female;<=50K;White;*;*;Other-service;HS-grad;United-States;57
Male;<=50K;Black;*;Never-married;Craft-repair;7th-8th;United-States;*
Male;<=50K;White;Private;Never-married;Transport-moving;11th;United-States;*
Male;<=50K;White;State-gov;*;Tech-support;Bachelors;United-States;23
Female;<=50K;White;Private;Separated;Adm-clerical;HS-grad;United-States;30
Female;>50K;White;Local-gov;*;Prof-specialty;Bachelors;United-States;32
Female;*;Black;Private;*;Adm-clerical;Assoc-acdm;United-States;42
Male;<=50K;White;*;*;Transport-moving;7th-8th;Cuba;*
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;Bachelors;United-States;59
Female;<=50K;White;Private;*;Exec-managerial;Bachelors;United-States;36
Male;<=50K;Black;Private;*;Sales;HS-grad;United-States;45
Male;*;White;*;Married-civ-spouse;Sales;Assoc-voc;Germany;*
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;7th-8th;United-States;*
Female;<=50K;White;Private;Divorced;Prof-specialty;Assoc-voc;United-States;*
Female;>50K;White;Private;Married-civ-spouse;Tech-support;HS-grad;United-States;*
Male;>50K;White;State-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States;37
Female;<=50K;White;*;*;Tech-support;Some-college;United-States;35
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college;United-States;36
Male;>50K;White;Federal-gov;Married-civ-spouse;Prof-specialty;Prof-school;United-States;38
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;7th-8th;United-States;54
Male;>50K;White;Private;Married-civ-spouse;Handlers-cleaners;Assoc-voc;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-acdm;United-States;*
Female;<=50K;White;*;Divorced;Exec-managerial;Some-college;United-States;63
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States;51
Male;<=50K;White;*;*;Sales;Masters;United-States;58
Female;<=50K;White;Local-gov;Divorced;Adm-clerical;HS-grad;United-States;64
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States;20
Male;>50K;Asian-Pac-Islander;Federal-gov;Married-civ-spouse;Adm-clerical;Bachelors;Philippines;*
Female;<=50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States;39
Female;<=50K;White;State-gov;*;Adm-clerical;Some-college;United-States;45
Male;>50K;White;*;Married-civ-spouse;Adm-clerical;Doctorate;United-States;*
Female;<=50K;White;*;Never-married;Exec-managerial;Some-college;United-States;22
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States;63
Male;<=50K;Black;Private;*;Other-service;Assoc-voc;United-States;*
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Bachelors;United-States;42
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States;20
Male;>50K;White;Private;*;Sales;Masters;United-States;29
Male;<=50K;Asian-Pac-Islander;*;Never-married;Exec-managerial;Bachelors;Vietnam;*
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad;United-States;25
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Bachelors;United-States;27
Female;<=50K;White;Private;Divorced;Adm-clerical;Assoc-voc;United-States;46
Male;<=50K;White;Private;Divorced;Craft-repair;Some-college;United-States;31
Male;<=50K;White;Private;Never-married;Exec-managerial;Assoc-voc;United-States;*
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States;43
Male;<=50K;White;Private;Never-married;Machine-op-inspct;12th;Mexico;23
Female;<=50K;Black;Local-gov;Never-married;Transport-moving;HS-grad;United-States;*
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;Poland;*
Male;<=50K;White;*;*;Sales;Bachelors;United-States;40
Male;<=50K;White;Private;Divorced;Craft-repair;HS-grad;United-States;38
